NIC58	IPR_accession	IPR_description	GO
NIC58.2680	IPR002303	Valine-tRNA ligase	GO:0000166(InterPro)|GO:0004832(InterPro)|GO:0004832(PANTHER)|GO:0005524(InterPro)|GO:0005829(PANTHER)|GO:0006438(PANTHER)|GO:0006438(InterPro)
NIC58.2680	IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain	GO:0002161(InterPro)|GO:0006418(InterPro)
NIC58.2680	IPR002300	Aminoacyl-tRNA synthetase, class Ia	GO:0000166(InterPro)|GO:0004812(InterPro)|GO:0005524(InterPro)|GO:0006418(InterPro)
NIC58.2680	IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain	GO:0002161(InterPro)|GO:0006418(InterPro)
NIC58.2680	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	-
NIC58.2680	IPR037118	Valyl-tRNA synthetase, tRNA-binding arm superfamily	-
NIC58.10799	IPR050122	Receptor Tyrosine Kinase	GO:0004714(PANTHER)|GO:0005886(PANTHER)|GO:0007169(PANTHER)|GO:0007275(PANTHER)|GO:0007399(PANTHER)|GO:0016477(PANTHER)|GO:0033674(PANTHER)|GO:0043235(PANTHER)
NIC58.10799	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	GO:0004672(InterPro)|GO:0006468(InterPro)
NIC58.10799	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	GO:0004672(InterPro)|GO:0006468(InterPro)
NIC58.10799	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	GO:0004672(InterPro)|GO:0006468(InterPro)
NIC58.10799	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	GO:0004672(InterPro)|GO:0006468(InterPro)
NIC58.10799	IPR011009	Protein kinase-like domain superfamily	-
NIC58.10799	IPR017441	Protein kinase, ATP binding site	GO:0005524(InterPro)
NIC58.10799	IPR008266	Tyrosine-protein kinase, active site	GO:0004672(InterPro)|GO:0006468(InterPro)
NIC58.10799	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
NIC58.10799	IPR020635	Tyrosine-protein kinase, catalytic domain	GO:0004713(InterPro)|GO:0006468(InterPro)
NIC58.10799	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	GO:0004672(InterPro)|GO:0006468(InterPro)
NIC58.11909	IPR036259	MFS transporter superfamily	-
NIC58.11909	IPR005828	Major facilitator, sugar transporter-like	GO:0016020(InterPro)|GO:0022857(InterPro)|GO:0055085(InterPro)
NIC58.11909	IPR020846	Major facilitator superfamily domain	GO:0022857(InterPro)
NIC58.11909	IPR036259	MFS transporter superfamily	-
NIC58.16987	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.16987	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.16987	IPR050168	AAA ATPase domain-containing protein	GO:0005778(PANTHER)|GO:0005829(PANTHER)|GO:0016558(PANTHER)|GO:0016887(PANTHER)
NIC58.16987	IPR003593	AAA+ ATPase domain	-
NIC58.16987	IPR003593	AAA+ ATPase domain	-
NIC58.16987	IPR041569	AAA ATPase, AAA+ lid domain	-
NIC58.16987	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.16987	IPR029067	CDC48 domain 2-like superfamily	-
NIC58.16987	IPR003960	ATPase, AAA-type, conserved site	GO:0005524(InterPro)|GO:0016887(InterPro)
NIC58.16987	IPR015342	Peroxisomal ATPase PEX1, N-terminal C-lobe	GO:0005524(InterPro)|GO:0005777(InterPro)|GO:0007031(InterPro)
NIC58.16987	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.16987	IPR003959	ATPase, AAA-type, core	GO:0005524(InterPro)|GO:0016887(InterPro)
NIC58.16987	IPR003959	ATPase, AAA-type, core	GO:0005524(InterPro)|GO:0016887(InterPro)
NIC58.18872	IPR004827	Basic-leucine zipper domain	GO:0003700(InterPro)|GO:0006355(InterPro)
NIC58.18872	IPR046347	Basic-leucine zipper domain superfamily	GO:0003700(InterPro)|GO:0006355(InterPro)
NIC58.18872	IPR004827	Basic-leucine zipper domain	GO:0003700(InterPro)|GO:0006355(InterPro)
NIC58.18872	IPR051882	ATF bZIP Transcription Factors	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)|GO:0030968(PANTHER)
NIC58.18951	-	-	GO:0001676(PANTHER)|GO:0004467(PANTHER)|GO:0005324(PANTHER)|GO:0005789(PANTHER)|GO:0005886(PANTHER)|GO:0015245(PANTHER)|GO:0044539(PANTHER)
NIC58.18951	IPR042099	ANL, N-terminal domain	-
NIC58.18951	IPR020845	AMP-binding, conserved site	-
NIC58.18951	IPR025110	AMP-binding enzyme, C-terminal domain	-
NIC58.18951	IPR045851	AMP-binding enzyme, C-terminal domain superfamily	-
NIC58.18951	IPR000873	AMP-dependent synthetase/ligase domain	-
NIC58.19057	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.19057	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.19057	IPR003395	RecF/RecN/SMC, N-terminal	-
NIC58.19057	-	-	GO:0003677(PANTHER)|GO:0005634(PANTHER)|GO:0007062(PANTHER)|GO:0008278(PANTHER)
NIC58.19057	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.18504	IPR008597	Invertebrate-type lysozyme	GO:0003796(InterPro)
NIC58.18504	IPR008597	Invertebrate-type lysozyme	GO:0003796(InterPro)
NIC58.18504	IPR023346	Lysozyme-like domain superfamily	-
NIC58.18504	IPR008597	Invertebrate-type lysozyme	GO:0003796(InterPro)
NIC58.18504	IPR008597	Invertebrate-type lysozyme	GO:0003796(PANTHER)|GO:0003796(InterPro)|GO:0050830(PANTHER)
NIC58.7046	IPR013128	Peptidase C1A	GO:0008234(InterPro)
NIC58.7046	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508(InterPro)|GO:0008234(InterPro)
NIC58.7046	IPR000010	Cystatin domain	GO:0004869(InterPro)
NIC58.7046	IPR025661	Cysteine peptidase, asparagine active site	-
NIC58.7046	IPR039417	Papain-like cysteine endopeptidase	-
NIC58.7046	IPR000169	Cysteine peptidase, cysteine active site	-
NIC58.7046	IPR046350	Cystatin superfamily	-
NIC58.7046	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508(InterPro)|GO:0008234(InterPro)
NIC58.7046	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508(InterPro)|GO:0008234(InterPro)
NIC58.7046	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508(InterPro)|GO:0008234(InterPro)
NIC58.7046	IPR000010	Cystatin domain	GO:0004869(InterPro)
NIC58.7046	IPR025660	Cysteine peptidase, histidine active site	-
NIC58.7046	IPR038765	Papain-like cysteine peptidase superfamily	-
NIC58.7046	IPR013201	Cathepsin propeptide inhibitor domain (I29)	-
NIC58.7046	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508(InterPro)|GO:0008234(InterPro)
NIC58.7046	IPR013201	Cathepsin propeptide inhibitor domain (I29)	-
NIC58.14640	IPR018495	Succinate dehydrogenase, cytochrome b subunit, conserved site	GO:0006099(InterPro)|GO:0009055(InterPro)|GO:0016020(InterPro)
NIC58.14640	IPR034804	Fumarate reductase/succinate dehydrogenase, transmembrane subunit	GO:0016020(InterPro)
NIC58.14640	IPR014314	Succinate dehydrogenase, cytochrome b556 subunit	GO:0006099(InterPro)|GO:0009055(InterPro)
NIC58.14640	IPR014314	Succinate dehydrogenase, cytochrome b556 subunit	GO:0005749(PANTHER)|GO:0006099(InterPro)|GO:0006121(PANTHER)|GO:0009055(InterPro)
NIC58.14640	IPR000701	Succinate dehydrogenase/fumarate reductase type B, transmembrane subunit	-
NIC58.14640	IPR034804	Fumarate reductase/succinate dehydrogenase, transmembrane subunit	GO:0016020(InterPro)
NIC58.14640	IPR018495	Succinate dehydrogenase, cytochrome b subunit, conserved site	GO:0006099(InterPro)|GO:0009055(InterPro)|GO:0016020(InterPro)
NIC58.14640	IPR014314	Succinate dehydrogenase, cytochrome b556 subunit	GO:0006099(InterPro)|GO:0009055(InterPro)
NIC58.11595	IPR051219	Heterochromatin-associated chromo domain-containing protein	-
NIC58.11595	IPR000953	Chromo/chromo shadow domain	-
NIC58.11595	IPR000953	Chromo/chromo shadow domain	-
NIC58.11595	IPR023780	Chromo domain	-
NIC58.11595	IPR016197	Chromo-like domain superfamily	-
NIC58.8797	IPR013657	SLC35B1-4/HUT1	GO:0000139(PANTHER)|GO:0005789(PANTHER)|GO:0022857(PANTHER)|GO:0046963(PANTHER)|GO:0046964(PANTHER)|GO:0055085(InterPro)|GO:0055085(PANTHER)
NIC58.8797	IPR037185	Multidrug transporter EmrE superfamily	-
NIC58.8797	IPR013657	SLC35B1-4/HUT1	GO:0055085(InterPro)
NIC58.10946	IPR038050	Neuronal acetylcholine receptor	-
NIC58.10946	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain	GO:0005230(InterPro)|GO:0006811(InterPro)|GO:0016020(InterPro)
NIC58.10946	IPR018000	Neurotransmitter-gated ion-channel, conserved site	-
NIC58.10946	IPR036719	Neurotransmitter-gated ion-channel transmembrane domain superfamily	GO:0006811(InterPro)|GO:0016020(InterPro)
NIC58.10946	IPR006029	Neurotransmitter-gated ion-channel transmembrane domain	GO:0006811(InterPro)|GO:0016020(InterPro)
NIC58.10946	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily	GO:0005230(InterPro)|GO:0006811(InterPro)|GO:0016020(InterPro)
NIC58.10946	IPR006201	Neurotransmitter-gated ion-channel	GO:0004888(InterPro)|GO:0005216(InterPro)|GO:0016020(InterPro)|GO:0034220(InterPro)
NIC58.10946	IPR006201	Neurotransmitter-gated ion-channel	GO:0004888(InterPro)|GO:0005216(InterPro)|GO:0016020(InterPro)|GO:0034220(InterPro)
NIC58.10946	IPR006201	Neurotransmitter-gated ion-channel	GO:0004888(InterPro)|GO:0005216(InterPro)|GO:0016020(InterPro)|GO:0034220(InterPro)
NIC58.10946	IPR006201	Neurotransmitter-gated ion-channel	GO:0004888(InterPro)|GO:0005216(InterPro)|GO:0016020(InterPro)|GO:0034220(InterPro)
NIC58.10946	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily	GO:0005230(InterPro)|GO:0006811(InterPro)|GO:0016020(InterPro)
NIC58.10946	IPR006201	Neurotransmitter-gated ion-channel	GO:0004888(InterPro)|GO:0005216(InterPro)|GO:0016020(InterPro)|GO:0034220(InterPro)
NIC58.11722	IPR013087	Zinc finger C2H2-type	-
NIC58.11722	IPR013087	Zinc finger C2H2-type	-
NIC58.36	IPR052095	UNC-13 domain-containing protein	GO:0099503(PANTHER)
NIC58.36	IPR035892	C2 domain superfamily	-
NIC58.36	IPR000008	C2 domain	-
NIC58.36	IPR035892	C2 domain superfamily	-
NIC58.19170	IPR005303	Molybdenum cofactor sulfurase, middle domain	-
NIC58.19170	IPR052716	MOSC domain-containing protein	-
NIC58.19170	IPR005302	Molybdenum cofactor sulfurase, C-terminal	GO:0003824(InterPro)|GO:0030151(InterPro)|GO:0030170(InterPro)
NIC58.19170	IPR011037	Pyruvate kinase-like, insert domain superfamily	-
NIC58.19170	IPR005302	Molybdenum cofactor sulfurase, C-terminal	GO:0003824(InterPro)|GO:0030151(InterPro)|GO:0030170(InterPro)
NIC58.9902	IPR006570	SPK domain	-
NIC58.9902	IPR006570	SPK domain	-
NIC58.9902	IPR006570	SPK domain	-
NIC58.9902	IPR053315	Peptidase C14A	-
NIC58.9902	IPR006570	SPK domain	-
NIC58.9902	IPR006570	SPK domain	-
NIC58.9902	IPR006570	SPK domain	-
NIC58.19855	IPR027962	Glutamate-rich protein 3	-
NIC58.4061	IPR001841	Zinc finger, RING-type	-
NIC58.4061	IPR017907	Zinc finger, RING-type, conserved site	-
NIC58.4061	IPR001841	Zinc finger, RING-type	-
NIC58.4061	IPR013083	Zinc finger, RING/FYVE/PHD-type	-
NIC58.4061	IPR027370	Zinc finger, RING-type, eukaryotic	-
NIC58.4061	IPR052667	E3 ubiquitin-protein ligase RING-type	-
NIC58.4517	IPR002156	Ribonuclease H domain	GO:0003676(InterPro)|GO:0004523(InterPro)
NIC58.4517	IPR036397	Ribonuclease H superfamily	GO:0003676(InterPro)
NIC58.4517	IPR002156	Ribonuclease H domain	GO:0003676(InterPro)|GO:0004523(InterPro)
NIC58.4517	IPR012337	Ribonuclease H-like superfamily	-
NIC58.7014	IPR013005	Large ribosomal subunit protein uL4-like	GO:0003735(PANTHER)
NIC58.7014	IPR023574	Large ribosomal subunit protein uL4 domain superfamily	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
NIC58.7014	IPR002136	Large ribosomal subunit protein uL4	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
NIC58.7014	IPR023574	Large ribosomal subunit protein uL4 domain superfamily	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
NIC58.9217	IPR036396	Cytochrome P450 superfamily	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
NIC58.9217	IPR001128	Cytochrome P450	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
NIC58.9217	IPR001128	Cytochrome P450	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
NIC58.9217	IPR036396	Cytochrome P450 superfamily	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
NIC58.9217	IPR036396	Cytochrome P450 superfamily	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
NIC58.9217	IPR036396	Cytochrome P450 superfamily	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
NIC58.9217	IPR050196	Cytochrome P450 Monooxygenases	-
NIC58.9217	IPR017972	Cytochrome P450, conserved site	GO:0005506(InterPro)|GO:0016705(InterPro)
NIC58.9217	IPR002403	Cytochrome P450, E-class, group IV	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
NIC58.9217	IPR002403	Cytochrome P450, E-class, group IV	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
NIC58.9217	IPR002403	Cytochrome P450, E-class, group IV	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
NIC58.9217	IPR002403	Cytochrome P450, E-class, group IV	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
NIC58.9217	IPR002403	Cytochrome P450, E-class, group IV	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
NIC58.9217	IPR002403	Cytochrome P450, E-class, group IV	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
NIC58.9217	IPR001128	Cytochrome P450	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
NIC58.9217	IPR001128	Cytochrome P450	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
NIC58.9217	IPR001128	Cytochrome P450	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
NIC58.9217	IPR001128	Cytochrome P450	GO:0004497(InterPro)|GO:0005506(InterPro)|GO:0016705(InterPro)|GO:0020037(InterPro)
NIC58.9217	IPR017972	Cytochrome P450, conserved site	GO:0005506(InterPro)|GO:0016705(InterPro)
NIC58.17235	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)
NIC58.17235	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)
NIC58.17235	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)
NIC58.17235	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)
NIC58.17235	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)
NIC58.17235	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)
NIC58.17235	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)
NIC58.17235	IPR011025	G protein alpha subunit, helical insertion	GO:0007165(InterPro)
NIC58.17235	IPR000469	G-protein alpha subunit, group 12/13	GO:0001664(InterPro)|GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0007266(InterPro)
NIC58.17235	IPR000469	G-protein alpha subunit, group 12/13	GO:0001664(InterPro)|GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0007266(InterPro)
NIC58.17235	IPR000469	G-protein alpha subunit, group 12/13	GO:0001664(InterPro)|GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0007266(InterPro)
NIC58.17235	IPR000469	G-protein alpha subunit, group 12/13	GO:0001664(InterPro)|GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0007266(InterPro)
NIC58.17235	IPR000469	G-protein alpha subunit, group 12/13	GO:0001664(InterPro)|GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0007266(InterPro)
NIC58.17235	IPR000469	G-protein alpha subunit, group 12/13	GO:0001664(InterPro)|GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0007266(InterPro)
NIC58.17235	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)
NIC58.17235	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.17235	IPR011025	G protein alpha subunit, helical insertion	GO:0007165(InterPro)
NIC58.17235	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NIC58.17235	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0001664(PANTHER)|GO:0003924(PANTHER)|GO:0003924(InterPro)|GO:0005737(PANTHER)|GO:0005834(PANTHER)|GO:0007186(InterPro)|GO:0007188(PANTHER)|GO:0007266(PANTHER)|GO:0019001(InterPro)|GO:0031526(PANTHER)|GO:0031683(PANTHER)|GO:0031683(InterPro)|GO:0031752(PANTHER)
NIC58.17235	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	GO:0003924(InterPro)|GO:0007186(InterPro)|GO:0019001(InterPro)|GO:0031683(InterPro)
NIC58.17668	IPR020471	Aldo-keto reductase	GO:0016491(InterPro)
NIC58.17668	IPR020471	Aldo-keto reductase	GO:0016491(InterPro)
NIC58.17668	IPR020471	Aldo-keto reductase	GO:0016491(InterPro)
NIC58.17668	IPR020471	Aldo-keto reductase	GO:0016491(InterPro)
NIC58.17668	IPR020471	Aldo-keto reductase	GO:0016491(InterPro)
NIC58.17668	IPR036812	NAD(P)-dependent oxidoreductase domain superfamily	-
NIC58.17668	IPR018170	Aldo/keto reductase, conserved site	GO:0016491(InterPro)
NIC58.17668	IPR023210	NADP-dependent oxidoreductase domain	-
NIC58.17668	IPR020471	Aldo-keto reductase	GO:0016491(InterPro)
NIC58.17668	IPR020471	Aldo-keto reductase	GO:0016491(InterPro)
NIC58.17668	IPR036812	NAD(P)-dependent oxidoreductase domain superfamily	-
NIC58.10473	IPR000536	Nuclear hormone receptor, ligand-binding domain	-
NIC58.10473	IPR000536	Nuclear hormone receptor, ligand-binding domain	-
NIC58.10473	IPR051152	Caenorhabditis elegans Orphan Nuclear Receptors	-
NIC58.10473	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)
NIC58.10473	IPR013088	Zinc finger, NHR/GATA-type	GO:0006355(InterPro)|GO:0008270(InterPro)
NIC58.10473	IPR049636	Hepatocyte nuclear factor 4-like, DNA-binding domain	GO:0000978(InterPro)
NIC58.10473	IPR035500	Nuclear hormone receptor-like domain superfamily	-
NIC58.10473	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)
NIC58.10473	IPR035500	Nuclear hormone receptor-like domain superfamily	-
NIC58.10473	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)
NIC58.10473	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)
NIC58.10473	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)
NIC58.10473	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)
NIC58.10473	IPR000536	Nuclear hormone receptor, ligand-binding domain	-
NIC58.10473	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)
NIC58.8136	IPR000504	RNA recognition motif domain	GO:0003723(InterPro)
NIC58.8136	IPR035979	RNA-binding domain superfamily	GO:0003676(InterPro)
NIC58.8136	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily	-
NIC58.8136	IPR050502	Eukaryotic RNA-binding	GO:0003729(PANTHER)|GO:0005634(PANTHER)
NIC58.8136	IPR000504	RNA recognition motif domain	GO:0003723(InterPro)
NIC58.8136	IPR000504	RNA recognition motif domain	GO:0003723(InterPro)
NIC58.5287	IPR011042	Six-bladed beta-propeller, TolB-like	-
NIC58.5287	IPR011659	WD40-like beta-propeller	-
NIC58.5287	IPR011659	WD40-like beta-propeller	-
NIC58.5287	IPR011042	Six-bladed beta-propeller, TolB-like	-
NIC58.18436	IPR001715	Calponin homology domain	GO:0005515(InterPro)
NIC58.18436	IPR001611	Leucine-rich repeat	GO:0005515(InterPro)
NIC58.18436	IPR032675	Leucine-rich repeat domain superfamily	-
NIC58.18436	IPR001611	Leucine-rich repeat	GO:0005515(InterPro)
NIC58.18436	IPR001611	Leucine-rich repeat	GO:0005515(InterPro)
NIC58.18436	IPR036872	CH domain superfamily	-
NIC58.18436	IPR001715	Calponin homology domain	GO:0005515(InterPro)
NIC58.18436	IPR001611	Leucine-rich repeat	GO:0005515(InterPro)
NIC58.18436	IPR050216	Leucine-rich repeat domain-containing protein	GO:0005737(PANTHER)
NIC58.18436	IPR003591	Leucine-rich repeat, typical subtype	-
NIC58.18436	IPR003591	Leucine-rich repeat, typical subtype	-
NIC58.18436	IPR003591	Leucine-rich repeat, typical subtype	-
NIC58.18436	IPR003591	Leucine-rich repeat, typical subtype	-
NIC58.18436	IPR003591	Leucine-rich repeat, typical subtype	-
NIC58.18436	IPR036872	CH domain superfamily	-
NIC58.18436	IPR001715	Calponin homology domain	GO:0005515(InterPro)
NIC58.6259	IPR010255	Haem peroxidase superfamily	GO:0004601(InterPro)|GO:0006979(InterPro)|GO:0020037(InterPro)
NIC58.6259	IPR037120	Haem peroxidase domain superfamily, animal type	-
NIC58.6259	-	-	GO:0004601(PANTHER)
NIC58.6259	IPR019791	Haem peroxidase, animal-type	-
NIC58.6259	IPR019791	Haem peroxidase, animal-type	-
NIC58.6259	IPR019791	Haem peroxidase, animal-type	-
NIC58.6259	IPR019791	Haem peroxidase, animal-type	-
NIC58.6259	IPR019791	Haem peroxidase, animal-type	-
NIC58.6259	IPR019791	Haem peroxidase, animal-type	-
NIC58.6259	IPR019791	Haem peroxidase, animal-type	-
