Orthogroup	Ce_transcript	Ct_transcript
OG0007538	transcript_C38D4.9.1	transcript_NIC58.15118.1
OG0007539	transcript_C38D4.6a.1	transcript_NIC58.15119.1
OG0007540	transcript_C38D4.7.1	transcript_NIC58.15120.1
OG0007541	transcript_C38D4.8.1	transcript_NIC58.15121.1
OG0007542	transcript_F26A1.9.2	transcript_NIC58.15124.1
OG0007543	transcript_F26A1.3.1	transcript_NIC58.15125.1
OG0007544	transcript_F26A1.15.1	transcript_NIC58.15130.1
OG0007545	transcript_F26A1.19.1	transcript_NIC58.15129.1
OG0007546	transcript_F26A1.13.1	transcript_NIC58.15133.2
OG0007547	transcript_F26A1.1.1	transcript_NIC58.15134.1
OG0007548	transcript_C35D10.9b.1	transcript_NIC58.15135.3
OG0007549	transcript_C35D10.6.1	transcript_NIC58.15137.1
OG0007550	transcript_C35D10.10.1	transcript_NIC58.15138.1
OG0007551	transcript_C35D10.5.1	transcript_NIC58.15140.1
OG0007552	transcript_C35D10.4.1	transcript_NIC58.15139.1
OG0007553	transcript_C35D10.17.2	transcript_NIC58.15141.2
OG0007554	transcript_C35D10.3.1	transcript_NIC58.14936.1
OG0007555	transcript_C35D10.12.1	transcript_NIC58.15142.1
OG0007556	transcript_C35D10.13.1	transcript_NIC58.15145.1
OG0007557	transcript_C35D10.16.1	transcript_NIC58.15146.1
OG0007558	transcript_C35D10.1.1	transcript_NIC58.15147.1
OG0007559	transcript_F26F4.5.2	transcript_NIC58.15150.1
OG0007560	transcript_F26F4.6.2	transcript_NIC58.15151.1
OG0007561	transcript_F26F4.7.1	transcript_NIC58.15152.1
OG0007562	transcript_F26F4.4.1	transcript_NIC58.15153.1
OG0007563	transcript_F26F4.13.1	transcript_NIC58.15155.1
OG0007564	transcript_F26F4.8.1	transcript_NIC58.15156.1
OG0007565	transcript_F26F4.3.1	transcript_NIC58.15157.1
OG0007566	transcript_F26F4.12.1	transcript_NIC58.15158.3
OG0007567	transcript_F26F4.1.1	transcript_NIC58.15159.1
OG0007568	transcript_F26F4.10a.2	transcript_NIC58.15160.1
OG0007569	transcript_F26F4.11.1	transcript_NIC58.15161.1
OG0007570	transcript_C26E6.8b.1	transcript_NIC58.15162.1
OG0007571	transcript_C26E6.11.1	transcript_NIC58.15163.1
OG0007572	transcript_C26E6.9c.1	transcript_NIC58.15164.3
OG0007573	transcript_C26E6.12.1	transcript_NIC58.15165.1
OG0007574	transcript_C26E6.7c.1	transcript_NIC58.15166.1
OG0007575	transcript_C26E6.6.1	transcript_NIC58.15167.1
OG0007576	transcript_C26E6.5.1	transcript_NIC58.15168.1
OG0007577	transcript_C26E6.4.1	transcript_NIC58.15169.3
OG0007578	transcript_C26E6.2.1	transcript_NIC58.15170.1
OG0007579	transcript_C27F2.4.1	transcript_NIC58.15171.1
OG0007580	transcript_C27F2.5.2	transcript_NIC58.15172.3
OG0007581	transcript_C27F2.10.1	transcript_NIC58.15175.1
OG0007582	transcript_C27F2.1.1	transcript_NIC58.15176.2
OG0007583	transcript_C27F2.8.1	transcript_NIC58.15177.2
OG0007584	transcript_R144.5.1	transcript_NIC58.15178.1
OG0007585	transcript_R144.6.1	transcript_NIC58.15179.1
OG0007586	transcript_R144.12.1	transcript_NIC58.15180.2
OG0007587	transcript_R144.11.1	transcript_NIC58.15181.2
OG0007588	transcript_R144.4b.1	transcript_NIC58.15183.1
OG0007589	transcript_R144.9.1	transcript_NIC58.15184.1
OG0007590	transcript_R144.3b.1	transcript_NIC58.15185.1
OG0007591	transcript_R144.13.1	transcript_NIC58.15186.1
OG0007592	transcript_R144.1.1	transcript_NIC58.15299.1
OG0007593	transcript_C45G9.6a.1	transcript_NIC58.15300.1
OG0007594	transcript_C45G9.13.1	transcript_NIC58.15301.1
OG0007595	transcript_C45G9.7.2	transcript_NIC58.15286.1
OG0007596	transcript_C45G9.5.1	transcript_NIC58.15285.1
OG0007597	transcript_C45G9.2.1	transcript_NIC58.15273.3
OG0007598	transcript_C45G9.12.1	transcript_NIC58.15274.2
OG0007599	transcript_F54D8.4a.1	transcript_NIC58.15270.1
OG0007600	transcript_F54D8.10.1	transcript_NIC58.15269.1
OG0007601	transcript_F54D8.6.1	transcript_NIC58.16030.1
OG0007602	transcript_F54D8.1.1	transcript_NIC58.16028.1
OG0007603	transcript_F21H11.2a.1	transcript_NIC58.16484.3
OG0007604	transcript_Y54H5A.2.1	transcript_NIC58.16486.4
OG0007605	transcript_Y54H5A.1.2	transcript_NIC58.16487.1
OG0007606	transcript_Y54H5A.4.1	transcript_NIC58.16470.1
OG0007607	transcript_T10F2.5.1	transcript_NIC58.16471.1
OG0007608	transcript_T10F2.1a.1	transcript_NIC58.16472.3
OG0007609	transcript_T10F2.2.1	transcript_NIC58.16473.1
OG0007610	transcript_T10F2.4.1	transcript_NIC58.16475.1
OG0007611	transcript_K10D2.5.1	transcript_NIC58.16476.1
OG0007612	transcript_K10D2.4.1	transcript_NIC58.16477.1
OG0007613	transcript_K10D2.3.1	transcript_NIC58.16478.2
OG0007614	transcript_K10D2.1a.1	transcript_NIC58.16480.2
OG0007615	transcript_K10D2.7.1	transcript_NIC58.16481.2
OG0007616	transcript_K10D2.6.1	transcript_NIC58.16482.1
OG0007617	transcript_ZC155.5b.1	transcript_NIC58.16460.1
OG0007618	transcript_ZC155.2.1	transcript_NIC58.13857.1
OG0007619	transcript_ZC155.1.1	transcript_NIC58.16461.1
OG0007620	transcript_C34E10.10.1	transcript_NIC58.16462.1
OG0007621	transcript_C34E10.12a.1	transcript_NIC58.16463.1
OG0007622	transcript_C34E10.6.1	transcript_NIC58.16464.1
OG0007623	transcript_C34E10.5.1	transcript_NIC58.16465.1
OG0007624	transcript_C34E10.11.2	transcript_NIC58.16466.1
OG0007625	transcript_C34E10.4b.2	transcript_NIC58.16467.1
OG0007626	transcript_C34E10.7.1	transcript_NIC58.16468.1
OG0007627	transcript_C34E10.3.1	transcript_NIC58.16457.1
OG0007628	transcript_C34E10.2.1	transcript_NIC58.16456.1
OG0007629	transcript_C34E10.1.1	transcript_NIC58.16454.1
OG0007630	transcript_C34E10.9.1	transcript_NIC58.16455.1
OG0007631	transcript_ZC395.7.1	transcript_NIC58.16453.1
OG0007632	transcript_ZC395.6.1	transcript_NIC58.16452.2
OG0007633	transcript_ZC395.8.1	transcript_NIC58.15360.4
OG0007634	transcript_ZC395.4.2	transcript_NIC58.15361.1
OG0007635	transcript_ZC395.10.1	transcript_NIC58.15359.2
OG0007636	transcript_ZC395.3b.1	transcript_NIC58.15358.1
OG0007637	transcript_ZC395.2.1	transcript_NIC58.15357.1
OG0007638	transcript_T15B12.1b.1	transcript_NIC58.15356.1
OG0007639	transcript_T15B12.2.1	transcript_NIC58.15271.2
OG0007640	transcript_F52C9.5.1	transcript_NIC58.15355.1
OG0007641	transcript_F52C9.3.1	transcript_NIC58.14616.1
OG0007642	transcript_F52C9.1.1	transcript_NIC58.14615.2
OG0007643	transcript_ZK121.2.1	transcript_NIC58.14614.2
OG0007644	transcript_ZK121.1a.1	transcript_NIC58.14611.1
OG0007645	transcript_Y32H12A.2b.1	transcript_NIC58.14612.2
OG0007646	transcript_Y32H12A.4.1	transcript_NIC58.14594.1
OG0007647	transcript_Y32H12A.5.1	transcript_NIC58.14595.2
OG0007648	transcript_Y32H12A.7b.1	transcript_NIC58.14596.4
OG0007649	transcript_Y32H12A.8a.1	transcript_NIC58.14597.1
OG0007650	transcript_W03A5.2.1	transcript_NIC58.14598.1
OG0007651	transcript_W03A5.1.1	transcript_NIC58.14599.1
OG0007652	transcript_W03A5.3.1	transcript_NIC58.14600.1
OG0007653	transcript_W03A5.7.1	transcript_NIC58.14602.1
OG0007654	transcript_W03A5.6b.1	transcript_NIC58.14603.2
OG0007655	transcript_F48E8.6.1	transcript_NIC58.14592.1
OG0007656	transcript_F48E8.7a.1	transcript_NIC58.14591.1
OG0007657	transcript_F48E8.8b.1	transcript_NIC58.14590.1
OG0007658	transcript_F48E8.3.1	transcript_NIC58.14587.2
OG0007659	transcript_F48E8.1a.1	transcript_NIC58.14585.1
OG0007660	transcript_R02F2.5.1	transcript_NIC58.14584.1
OG0007661	transcript_R02F2.7.1	transcript_NIC58.14579.1
OG0007662	transcript_R02F2.2.1	transcript_NIC58.14575.1
OG0007663	transcript_R02F2.9.1	transcript_NIC58.14572.1
OG0007664	transcript_R02F2.1b.1	transcript_NIC58.14571.2
OG0007665	transcript_D1044.8.1	transcript_NIC58.14569.1
OG0007666	transcript_D1044.2c.1	transcript_NIC58.14567.2
OG0007667	transcript_D1044.1.1	transcript_NIC58.14565.1
OG0007668	transcript_F09F7.5a.2	transcript_NIC58.14564.1
OG0007669	transcript_F09F7.6.1	transcript_NIC58.14563.1
OG0007670	transcript_F09F7.7a.1	transcript_NIC58.14562.1
OG0007671	transcript_F09F7.4a.1	transcript_NIC58.14561.1
OG0007672	transcript_F09F7.3.1	transcript_NIC58.14560.1
OG0007673	transcript_F09F7.2a.1	transcript_NIC58.14559.1
OG0007674	transcript_F09F7.1.1	transcript_NIC58.14555.2
OG0007675	transcript_F56D2.3a.1	transcript_NIC58.14554.1
OG0007676	transcript_F56D2.6a.1	transcript_NIC58.14552.1
OG0007677	transcript_F56D2.1c.1	transcript_NIC58.14551.1
OG0007678	transcript_F56D2.7.1	transcript_NIC58.14550.1
OG0007679	transcript_C05D2.10b.1	transcript_NIC58.14549.1
OG0007680	transcript_C05D2.6a.1	transcript_NIC58.14548.1
OG0007681	transcript_C05D2.5.1	transcript_NIC58.14547.1
OG0007682	transcript_C05D2.8.1	transcript_NIC58.14545.1
OG0007683	transcript_C05D2.1a.1	transcript_NIC58.14542.3
OG0007684	transcript_C05H8.1b.1	transcript_NIC58.14541.2
OG0007685	transcript_F54E7.5.1	transcript_NIC58.14540.1
OG0007686	transcript_F54E7.6.1	transcript_NIC58.14539.1
OG0007687	transcript_F54E7.3i.1	transcript_NIC58.14538.3
OG0007688	transcript_F54E7.9.1	transcript_NIC58.14537.1
OG0007689	transcript_F54E7.8.1	transcript_NIC58.14536.1
OG0007690	transcript_F54E7.2.2	transcript_NIC58.14535.1
OG0007691	transcript_F54E7.1a.1	transcript_NIC58.14534.1
OG0007692	transcript_F54E7.7.1	transcript_NIC58.14533.1
OG0007693	transcript_B0336.6.2	transcript_NIC58.14532.1
OG0007694	transcript_B0336.5b.1	transcript_NIC58.14531.1
OG0007695	transcript_B0336.13.1	transcript_NIC58.14530.1
OG0007696	transcript_B0336.7a.1	transcript_NIC58.14517.1
OG0007697	transcript_B0336.8.1	transcript_NIC58.14518.1
OG0007698	transcript_B0336.9d.1	transcript_NIC58.14520.4
OG0007699	transcript_B0336.10.1	transcript_NIC58.14521.1
OG0007700	transcript_B0336.11a.1	transcript_NIC58.14522.2
OG0007701	transcript_B0336.3c.1	transcript_NIC58.14523.2
OG0007702	transcript_B0336.2.2	transcript_NIC58.14525.1
OG0007703	transcript_B0336.1a.1	transcript_NIC58.14526.2
OG0007704	transcript_B0244.9.1	transcript_NIC58.2109.1
OG0007705	transcript_B0244.7.1	transcript_NIC58.14514.1
OG0007706	transcript_B0244.2.1	transcript_NIC58.14511.1
OG0007707	transcript_Y37B11A.1a.1	transcript_NIC58.14513.1
OG0007708	transcript_W03A3.2.1	transcript_NIC58.14506.4
OG0007709	transcript_W03A3.1.1	transcript_NIC58.14507.1
OG0007710	transcript_R12B2.4.1	transcript_NIC58.14505.1
OG0007711	transcript_R12B2.3.1	transcript_NIC58.14504.1
OG0007712	transcript_R12B2.2.1	transcript_NIC58.14503.1
OG0007713	transcript_R12B2.1a.2	transcript_NIC58.14502.1
OG0007714	transcript_R12B2.8.1	transcript_NIC58.14501.1
OG0007715	transcript_F01F1.7.1	transcript_NIC58.14499.3
OG0007716	transcript_F01F1.8a.2	transcript_NIC58.14498.1
OG0007717	transcript_F01F1.6.2	transcript_NIC58.14497.1
OG0007718	transcript_F01F1.5.1	transcript_NIC58.14496.2
OG0007719	transcript_F01F1.9a.1	transcript_NIC58.14495.1
OG0007720	transcript_F01F1.4.1	transcript_NIC58.14494.1
OG0007721	transcript_F01F1.10b.1	transcript_NIC58.14491.1
OG0007722	transcript_F01F1.15.1	transcript_NIC58.14489.1
OG0007723	transcript_F01F1.11.1	transcript_NIC58.14490.1
OG0007724	transcript_F01F1.3.1	transcript_NIC58.14487.2
OG0007725	transcript_F01F1.12.2	transcript_NIC58.14486.1
OG0007726	transcript_F01F1.13.1	transcript_NIC58.14485.1
OG0007727	transcript_F01F1.2.1	transcript_NIC58.14484.1
OG0007728	transcript_F01F1.1a.1	transcript_NIC58.14483.1
OG0007729	transcript_F01F1.14.1	transcript_NIC58.14482.1
OG0007730	transcript_C28H8.5a.1	transcript_NIC58.14481.1
OG0007731	transcript_C28H8.8.1	transcript_NIC58.14480.1
OG0007732	transcript_C28H8.6a.1	transcript_NIC58.14479.2
OG0007733	transcript_C28H8.9a.1	transcript_NIC58.14477.2
OG0007734	transcript_C28H8.4.2	transcript_NIC58.14476.1
OG0007735	transcript_C28H8.3.1	transcript_NIC58.14475.2
OG0007736	transcript_C28H8.11a.1	transcript_NIC58.14474.1
OG0007737	transcript_C28H8.2.1	transcript_NIC58.14473.1
OG0007738	transcript_C28H8.12.2	transcript_NIC58.14472.1
OG0007739	transcript_C28H8.1.1	transcript_NIC58.14471.1
OG0007740	transcript_EGAP1.3.1	transcript_NIC58.14470.1
OG0007741	transcript_EGAP1.1.1	transcript_NIC58.14469.1
OG0007742	transcript_F25B5.5.1	transcript_NIC58.14466.1
OG0007743	transcript_F25B5.6b.1	transcript_NIC58.14465.2
OG0007744	transcript_F25B5.3b.1	transcript_NIC58.14464.3
OG0007745	transcript_F25B5.7a.1	transcript_NIC58.14463.2
OG0007746	transcript_F25B5.2b.1	transcript_NIC58.14462.2
OG0007747	transcript_F25B5.1b.1	transcript_NIC58.14461.2
OG0007748	transcript_T04C9.4c.1	transcript_NIC58.14460.3
OG0007749	transcript_T04C9.6b.1	transcript_NIC58.14459.1
OG0007750	transcript_T04C9.1a.1	transcript_NIC58.14457.1
OG0007751	transcript_ZK328.4.1	transcript_NIC58.14456.1
OG0007752	transcript_ZK328.2.1	transcript_NIC58.14455.1
OG0007753	transcript_ZK328.5b.1	transcript_NIC58.14453.3
OG0007754	transcript_ZK328.1b.1	transcript_NIC58.14452.1
OG0007755	transcript_ZK328.6.1	transcript_NIC58.14446.1
OG0007756	transcript_ZK328.7a.1	transcript_NIC58.14448.2
OG0007757	transcript_C05D10.1a.1	transcript_NIC58.14095.1
OG0007758	transcript_C05D10.3a.1	transcript_NIC58.14096.1
OG0007759	transcript_C05D10.4a.1	transcript_NIC58.14097.1
OG0007760	transcript_T17E9.2b.1	transcript_NIC58.14150.1
OG0007761	transcript_T17E9.1a.1	transcript_NIC58.14149.2
OG0007762	transcript_Y42G9A.4e.1	transcript_NIC58.14142.1
OG0007763	transcript_Y42G9A.6c.1	transcript_NIC58.14143.1
OG0007764	transcript_Y42G9A.3a.1	transcript_NIC58.14144.1
OG0007765	transcript_Y42G9A.2.1	transcript_NIC58.14145.1
OG0007766	transcript_Y42G9A.1.1	transcript_NIC58.14146.3
OG0007767	transcript_F42A10.3.1	transcript_NIC58.14147.2
OG0007768	transcript_F42A10.2b.1	transcript_NIC58.14825.2
OG0007769	transcript_F42A10.9.1	transcript_NIC58.14824.1
OG0007770	transcript_F42A10.4a.1	transcript_NIC58.14823.1
OG0007771	transcript_F42A10.5.2	transcript_NIC58.14822.1
OG0007772	transcript_F42A10.1.1	transcript_NIC58.14820.1
OG0007773	transcript_C23G10.7b.1	transcript_NIC58.14815.4
OG0007774	transcript_C23G10.8.1	transcript_NIC58.14808.1
OG0007775	transcript_C23G10.3.1	transcript_NIC58.14809.1
OG0007776	transcript_C23G10.2a.2	transcript_NIC58.14810.1
OG0007777	transcript_C23G10.10.1	transcript_NIC58.14806.2
OG0007778	transcript_T12A2.16b.2	transcript_NIC58.14805.1
OG0007779	transcript_T12A2.15.2	transcript_NIC58.14804.1
OG0007780	transcript_T12A2.21.1	transcript_NIC58.14802.1
OG0007781	transcript_T12A2.7.1	transcript_NIC58.14360.1
OG0007782	transcript_T12A2.8.1	transcript_NIC58.14359.1
OG0007783	transcript_T12A2.2.2	transcript_NIC58.14358.1
OG0007784	transcript_T12A2.1.1	transcript_NIC58.14350.1
OG0007785	transcript_C18F10.8.1	transcript_NIC58.14352.1
OG0007786	transcript_C18F10.7a.1	transcript_NIC58.14408.1
OG0007787	transcript_F47D12.4a.1	transcript_NIC58.14407.2
OG0007788	transcript_F47D12.6.1	transcript_NIC58.14406.1
OG0007790	transcript_F47D12.3.1	transcript_NIC58.14411.1
OG0007791	transcript_F47D12.9a.2	transcript_NIC58.14409.1
OG0007792	transcript_F47D12.1c.1	transcript_NIC58.14437.2
OG0007793	transcript_C56G2.5.1	transcript_NIC58.14435.1
OG0007794	transcript_C56G2.4.1	transcript_NIC58.14434.2
OG0007795	transcript_C56G2.9.1	transcript_NIC58.14421.2
OG0007796	transcript_C56G2.3.1	transcript_NIC58.14423.1
OG0007797	transcript_C56G2.1a.1	transcript_NIC58.14422.1
OG0007798	transcript_C56G2.15.1	transcript_NIC58.14425.2
OG0007799	transcript_C16A3.8.1	transcript_NIC58.14426.1
OG0007800	transcript_C16A3.9.1	transcript_NIC58.14398.3
OG0007801	transcript_C16A3.7.1	transcript_NIC58.14399.1
OG0007802	transcript_C16A3.6.2	transcript_NIC58.14401.1
OG0007803	transcript_C16A3.5.1	transcript_NIC58.14400.1
OG0007804	transcript_C16A3.4.1	transcript_NIC58.14402.1
OG0007805	transcript_C16A3.3.1	transcript_NIC58.14403.2
OG0007806	transcript_C16A3.2.1	transcript_NIC58.14404.1
OG0007807	transcript_C16A3.1c.1	transcript_NIC58.14405.1
OG0007808	transcript_C16A3.10.2	transcript_NIC58.14380.3
OG0007809	transcript_C05D11.4.1	transcript_NIC58.14382.1
OG0007810	transcript_C05D11.5.1	transcript_NIC58.14383.1
OG0007811	transcript_C05D11.6b.1	transcript_NIC58.14384.1
OG0007812	transcript_C05D11.7b.1	transcript_NIC58.14385.2
OG0007813	transcript_C05D11.8.1	transcript_NIC58.14386.1
OG0007814	transcript_C05D11.9.1	transcript_NIC58.14387.1
OG0007815	transcript_C05D11.10.1	transcript_NIC58.14388.1
OG0007816	transcript_C05D11.2.1	transcript_NIC58.14389.2
OG0007817	transcript_C05D11.1.1	transcript_NIC58.14390.1
OG0007818	transcript_C05D11.11b.1	transcript_NIC58.14393.1
OG0007819	transcript_C05D11.12.1	transcript_NIC58.14373.1
OG0007820	transcript_T26A5.6.1	transcript_NIC58.14372.2
OG0007821	transcript_T26A5.4.1	transcript_NIC58.14369.1
OG0007822	transcript_T26A5.8.1	transcript_NIC58.14368.1
OG0007823	transcript_T26A5.9.1	transcript_NIC58.14367.1
OG0007824	transcript_T26A5.2f.1	transcript_NIC58.14365.1
OG0007825	transcript_T26A5.1.1	transcript_NIC58.14364.1
OG0007826	transcript_F23F12.8.1	transcript_NIC58.14417.1
OG0007827	transcript_F23F12.12.1	transcript_NIC58.14086.1
OG0007828	transcript_K03F8.2.1	transcript_NIC58.14087.1
OG0007829	transcript_C09E7.10.1	transcript_NIC58.14082.1
OG0007830	transcript_C09E7.3.1	transcript_NIC58.14080.1
OG0007831	transcript_C09E7.2.1	transcript_NIC58.14079.2
OG0007834	transcript_F27B3.2a.1	transcript_NIC58.14068.1
OG0007835	transcript_F20H11.5.1	transcript_NIC58.2618.1
OG0007836	transcript_F20H11.1.1	transcript_NIC58.14074.1
OG0007837	transcript_F20H11.2.1	transcript_NIC58.14073.1
OG0007838	transcript_F20H11.4.1	transcript_NIC58.14075.1
OG0007839	transcript_Y40D12A.2.1	transcript_NIC58.14077.1
OG0007840	transcript_Y40D12A.1a.1	transcript_NIC58.14064.1
OG0007841	transcript_C13B9.2.2	transcript_NIC58.14063.2
OG0007842	transcript_C13B9.3.1	transcript_NIC58.14055.1
OG0007843	transcript_C13B9.4a.1	transcript_NIC58.15362.5
OG0007844	transcript_F37A4.7d.1	transcript_NIC58.15264.3
OG0007845	transcript_F37A4.8.1	transcript_NIC58.15262.1
OG0007846	transcript_F37A4.6.1	transcript_NIC58.15263.2
OG0007847	transcript_F37A4.5.1	transcript_NIC58.15261.1
OG0007848	transcript_F37A4.3.1	transcript_NIC58.15259.1
OG0007849	transcript_F37A4.9.1	transcript_NIC58.15258.2
OG0007850	transcript_F37A4.2.1	transcript_NIC58.15257.1
OG0007851	transcript_F37A4.1.1	transcript_NIC58.15256.2
OG0007852	transcript_Y102E9.2b.1	transcript_NIC58.15255.1
OG0007853	transcript_Y102E9.5b.1	transcript_NIC58.15254.2
OG0007854	transcript_Y102E9.1b.1	transcript_NIC58.15253.1
OG0007855	transcript_Y102E9.6.1	transcript_NIC58.15252.1
OG0007856	transcript_K07E12.1.1	transcript_NIC58.15248.3
OG0007857	transcript_R05H11.1.1	transcript_NIC58.15247.1
OG0007858	transcript_R05H11.2.1	transcript_NIC58.15246.1
OG0007859	transcript_F28F5.3c.1	transcript_NIC58.15245.4
OG0007860	transcript_F28F5.6.1	transcript_NIC58.15243.1
OG0007861	transcript_R13F6.4e.1	transcript_NIC58.15242.3
OG0007862	transcript_R13F6.5.1	transcript_NIC58.15241.1
OG0007863	transcript_R13F6.3.2	transcript_NIC58.15240.1
OG0007864	transcript_R13F6.6c.1	transcript_NIC58.15239.2
OG0007865	transcript_R13F6.9.1	transcript_NIC58.15238.1
OG0007866	transcript_R13F6.10.1	transcript_NIC58.15235.4
OG0007867	transcript_R13F6.1.1	transcript_NIC58.15237.2
OG0007868	transcript_K04C2.8.1	transcript_NIC58.15236.1
OG0007869	transcript_K04C2.3a.1	transcript_NIC58.15234.1
OG0007870	transcript_K04C2.7.1	transcript_NIC58.15232.1
OG0007871	transcript_K04C2.4.1	transcript_NIC58.15229.1
OG0007872	transcript_K04C2.2.1	transcript_NIC58.15228.1
OG0007873	transcript_T07E3.4a.1	transcript_NIC58.15227.1
OG0007874	transcript_T07E3.5.1	transcript_NIC58.15226.1
OG0007875	transcript_T07E3.3.1	transcript_NIC58.15225.1
OG0007876	transcript_T07E3.2.2	transcript_NIC58.15222.1
OG0007877	transcript_T07E3.6a.1	transcript_NIC58.15221.1
OG0007878	transcript_F57B9.7b.1	transcript_NIC58.15220.1
OG0007879	transcript_F57B9.5.1	transcript_NIC58.15217.1
OG0007880	transcript_F57B9.8.1	transcript_NIC58.15218.1
OG0007881	transcript_F57B9.4a.1	transcript_NIC58.15216.3
OG0007882	transcript_F57B9.9.1	transcript_NIC58.15215.1
OG0007883	transcript_F57B9.2a.1	transcript_NIC58.15214.1
OG0007884	transcript_F57B9.10a.1	transcript_NIC58.15213.2
OG0007885	transcript_F57B9.1.2	transcript_NIC58.15212.3
OG0007886	transcript_F31E3.4.1	transcript_NIC58.15211.1
OG0007887	transcript_F31E3.12.1	transcript_NIC58.15210.1
OG0007888	transcript_F31E3.3.1	transcript_NIC58.15208.3
OG0007889	transcript_F31E3.2a.1	transcript_NIC58.15207.1
OG0007890	transcript_C06E8.3d.1	transcript_NIC58.15206.2
OG0007891	transcript_C06E8.5.1	transcript_NIC58.15205.1
OG0007892	transcript_F11H8.2b.1	transcript_NIC58.15204.1
OG0007893	transcript_F11H8.3.1	transcript_NIC58.15203.1
OG0007894	transcript_F11H8.1.2	transcript_NIC58.15202.2
OG0007895	transcript_F11H8.4b.1	transcript_NIC58.15201.3
OG0007896	transcript_R01H2.7.1	transcript_NIC58.15200.1
OG0007897	transcript_R01H2.4a.1	transcript_NIC58.15044.1
OG0007898	transcript_R01H2.5.1	transcript_NIC58.15198.1
OG0007899	transcript_R01H2.6.1	transcript_NIC58.15197.1
OG0007900	transcript_R01H2.8.1	transcript_NIC58.15196.1
OG0007901	transcript_ZK418.3.1	transcript_NIC58.15195.1
OG0007902	transcript_ZK418.4.1	transcript_NIC58.15194.1
OG0007903	transcript_ZK418.5.1	transcript_NIC58.15193.1
OG0007904	transcript_ZK418.8.1	transcript_NIC58.15190.1
OG0007905	transcript_ZK418.9a.1	transcript_NIC58.15189.1
OG0007906	transcript_ZK418.2a.1	transcript_NIC58.14734.1
OG0007907	transcript_B0280.4.1	transcript_NIC58.15367.1
OG0007908	transcript_B0280.9.1	transcript_NIC58.15370.1
OG0007909	transcript_B0280.3.1	transcript_NIC58.15371.1
OG0007910	transcript_B0280.10a.1	transcript_NIC58.15372.1
OG0007911	transcript_B0280.1a.1	transcript_NIC58.15373.2
OG0007912	transcript_B0280.17.1	transcript_NIC58.15374.1
OG0007913	transcript_B0280.12b.1	transcript_NIC58.15375.1
OG0007914	transcript_K04G7.3a.1	transcript_NIC58.15376.1
OG0007915	transcript_K04G7.4a.1	transcript_NIC58.15377.1
OG0007916	transcript_K04G7.10.1	transcript_NIC58.15378.3
OG0007917	transcript_K04G7.11.1	transcript_NIC58.15379.1
OG0007918	transcript_K04G7.1.1	transcript_NIC58.15380.1
OG0007919	transcript_F37C12.7.1	transcript_NIC58.15381.1
